,csat,origin,comment,removed
1012,4,PTA P800,[REMOVED] refund for last year was easy- not sure why it was not sent earlier though.,
1013,3,PTA Check Your State Pension,found the question about bank address confusing and I think you mean my address but still not 100% sure I filled this in correct,
1014,4,PTA Repayments,Instructions were easy to follow page by page,
1015,4,PTA PERTAX,could have been easier but I forgot my password and had to re-identify myself!,
1016,4,PTA PERTAX,There were lots of steps to go through,
1017,5,PTA Repayments,I was worried about doing this but it was very straight forward.,
1018,5,PTA Repayments,Easy if you have gateway difficult if not,
1019,5,PTA PERTAX,I was able to complete my tax return.,
1020,2,PTA PERTAX,"Easy to fill in all the info for marriage allowance, but the final screen is still not accepted.",
1021,3,PTA Check Income Tax,System is clunky in parts,
1022,5,PTA Check Income Tax,very simple system to get round. However in the section re other could be more detailed as it does not explain where the other in come is from.,
1023,2,PTA Check Your State Pension,My details were being updated.,
1024,5,PTA Check Your State Pension,because it was easy to use,
1025,5,PTA Repayments,So easy and quick,
1026,5,PTA Check Your State Pension,Was sorted very easy,
1027,1,PTA P800,"It did not provide me the option to paying my outstanding tax owed on line, the site stated this option was currently not available.",
1028,3,PTA PERTAX,"OK with the process...
... But, better if confirmation by email was issued to say a one-off payment by [REMOVED] had been set up.",
1029,4,PTA PERTAX,"You do not know what information is needed to hand before starting the process and having just moved house finding the details needed was not the easiest.  However, the site is clear and simple to navigate through.",
1030,5,PTA Check Income Tax,It was very easy to set up,
1031,5,PTA Repayments,Easy to follow,
1032,3,PTA PERTAX,Some questions are difficult to answer as I don't have enough knowledge on the self assessment,
1033,5,PTA PERTAX,Once set up the website is easy to navigate,
1034,4,PTA PERTAX,Not much to enter this time.,
1035,5,PTA Repayments,I followed the instructions via the letter given to me and found that the website was easy to navigate and that I could complete the task which I had set out to do.,
1036,5,PTA PERTAX,Very straightforward instructions,
1037,5,PTA Track Your Form,It did what it said on the tin,
1038,5,PTA Repayments,"very easy to use the web site and clear, easy instructions",
1039,1,PTA Repayments,Site currently not working.,
1040,5,PTA Check Your State Pension,Checking on what I need to do to top off my pension,
1041,5,PTA Check Your State Pension,Because it was easy,
1042,3,PTA Check Income Tax,"The website overall is not intuitive. And some questions, e.g. the P45 questions don't make sense to ask someone who doesn't work, but the question is asked in such a way that it makes it seem like I should have one. Not just that it is being asked as a blanket question.",
1043,5,PTA Check Income Tax,Reasonably straightforward. Link to identity app worked well,
1044,4,PTA PERTAX,Instructions are easy and straightforward to follow to achieve required result.,
1045,3,PTA Check Income Tax,I needed to replace Epay me with Sanza/TRADEWIND but wasnt able to do so,
1046,2,PTA PERTAX,I wanted to know if my application to pay voluntary class 3 national contributions was received and dealt with but I couldnt see anything on the website.,
1047,5,PTA Marriage Allowance,The screens were easy to follow and the instructions were clear.,
1048,1,PTA PERTAX,Cant find tax refund claim info,
1049,1,PTA PERTAX,I wanted to claim my tax refund but ca't find where to do it.,
1050,5,PTA Repayments,Clear steps in completing the online details required,
1051,3,PTA PERTAX,Couldnt find what I was looking for,
1052,5,PTA Check Your State Pension,Because it was easy to use,
1053,1,PTA PERTAX,Online payment of income tax owed unavailable at this time?,
1054,3,PTA Check Income Tax,Wanted to download my pension page but could not.,
1055,5,PTA Repayments,"The service worked as I had hoped. I filled in the boxes and all went very smoothly. The result came up at the end, to say all had gone through. The result was good.",
1056,5,PTA Repayments,Because it was easy,
1057,5,PTA Tax Credits Service,I find it very easy the whole process and managed to finish off effortlessly.,
1058,4,PTA Repayments,Just the time it takes all the security but easy enough once you get through all that,
1059,3,PTA Repayments,"Last year, I simply entered my national insurance number and address, then received a cheque by post within a few days. This time, I have had to spend 10-15 minutes inputting personal details before I got to the point where I could request the refund. I understand that safety is important and verification is required, but there must be an easier, less time consuming way for this to happen.
That said, I do like that all tax related things can be found in 1 convenient place and I can track the status of my refund easily.",
1060,5,PTA Repayments,"Clear, quick and simple process",
1061,5,PTA PERTAX,Everything was explained well and easy to do.,
1062,5,PTA Check Your State Pension,I wanted to check any gaps I had in my national insurance contributions and the information provided was clear and provided all I needed to know. Thank you,
1063,1,PTA PERTAX,Can't see option to claim rebate due.,
1064,4,PTA P800,I was able to achieve my goal,
1065,4,PTA Check Income Tax,It was easy to do what i wanted to do.,
1066,4,PTA Repayments,not sure why this could not be done automatically,
1067,5,PTA Check Your State Pension,luckily my government gateway number is saved on my computer,
1068,5,PTA PERTAX,very clear guidance,
1069,5,PTA P800,Easy and simple to do.,
1070,5,PTA PERTAX,Nice and simple to change address.,
1071,4,PTA PERTAX,The scan took a bit time and the app was good,
1072,4,PTA Check Your State Pension,Because it was neither easy or difficult,
1073,3,PTA Check Your State Pension,I paid in extra NIS for 6 years. This payment is still not showing.  Payments were made for year's 2006 - 2010 and for 2023/4 this current year.,
1074,5,PTA Track Your Form,it was straight forward,
1075,5,PTA Repayments,"Very easy, the steps were straight forward",
1076,2,PTA PERTAX,"Error message... Sorry, there is a problem with the service

Tried many times and same result",
1077,3,PTA P800,Did not recognisePassport number!,
1078,5,PTA PERTAX,Because you asked and it is the truth!,
1079,3,PTA Check Income Tax,Because I had to open up an account with my passport and I needed more information how to use ie has my photo working or not? Dont know tell me.,
1080,5,PTA Repayments,"I used my saved log in details  and got the code by phone, so everything went smoothly and didn't take much time",
1081,5,PTA Check Your State Pension,"because it was easy, had everything to hand",
1082,2,PTA Check Income Tax,"i wish to reallocate my tax free allowance between two employers, i was unable to do so",
1083,5,PTA Check Your State Pension,I got a little confused with the email verification and a little bit worried that something tries to direct me to a what looked like a tracking site but there seemed to be a security check that gave me the option to go to HMRC tax services. I would like to find out more about this to understand if there is any threat or risk.,
1084,1,PTA PERTAX,"Just asked questions and it would not accept the answers had to register again, I only want to claim a rebate.",
1085,5,PTA Check Your State Pension,quick to log in and see what I wanted to see.,
1086,3,PTA PERTAX,A lot of personal questions when it could be more simplified.,
1087,5,PTA PERTAX,Clear instructions provided,
1088,5,PTA PERTAX,My partner works for HMRC so she helped me as knows what she is doing,
1089,5,PTA Check Your State Pension,"Clearly set out, and clear, easy to understand language used.",
1090,3,PTA Track Your Form,Because i couldnt find any updates,
1091,4,PTA PERTAX,Difficult to understand some instructions to set up account,
1092,5,PTA Repayments,it took me 5mins to deal,
1093,2,PTA PERTAX,I followed the instruction received in an email but the relevant options weren't showing.,
1094,5,PTA Marriage Allowance,No problems whatsoever,
1095,3,PTA PERTAX,HRMC personnel details not up to date with maiden name.,
1096,3,PTA Repayments,Had a number of issues proving who I was.,
1097,5,PTA PERTAX,Easy to use,
1098,1,PTA PERTAX,Resetting contact number for access code as cannot share childcare account - locked out of gouvernement gateway for just two years as a result.,
1099,5,PTA Check Your State Pension,Clear information provided.,
1100,1,PTA PERTAX,"Your letter said Go to www.gov.uk/<postcode>fund - this page seems not to exist.
I could not request a refund on a desktop computer.
Having installed the mobile app it took a long time to find the correct menu steps among many possibilities.",
1101,5,PTA Repayments,It was straightforward,
1102,5,PTA Repayments,Easy to access/make claim,
1103,4,PTA Tax Credits Service,clear and straightforward process to work though i feel,
1104,4,PTA Check Income Tax,Straightforward  - Even though the result was unwelcome,
1105,4,PTA Check Your State Pension,"I do have computer knowledge, would not be so easy for older people",
1106,4,PTA Check Your State Pension,"looking for NI contributions since starting work, not obvious this was in the pension section",
1107,5,PTA Repayments,SO MUCH QUESTIONS,
1108,4,PTA Check Your State Pension,Reasonably easy to follow,
1109,5,PTA Check Your State Pension,Fairly easy to use the filing system,
1110,4,PTA Repayments,It was not accepting my first entries,
1111,4,PTA PERTAX,could not use my identity check at first,
1112,5,PTA PERTAX,Logical lay out of website,
1113,5,PTA PERTAX,I GAVE THIS SCORE BECAUSE I FOUND THE PROCESS SIMPE AND EASY TO FOLLOW,
1114,5,PTA PERTAX,because it was very straightforward to use,
1115,1,PTA Check Income Tax,Not able to find out why I am on BR taxcode,
1116,5,PTA P800,"Quick,easy and secure",
1117,2,PTA PERTAX,It wouldnt allow me to see any child benefit details,
1118,4,PTA PERTAX,Payments seem hard to do,
1119,5,PTA Tax Credits Renewals,"I am experienced already with your system, it is very clear and safe.",
1120,4,PTA PERTAX,The app wouldn't accept the QR code to get to the next section.  We had to start all over again and go with using my Passport and Drivers licence,
1121,3,PTA Track Your Form,"Given that I have drawn from my pension no more then the maximum allowed under the standard personal allowance, and as my tax affairs are very straightforward, it would be easier if my private pension provider could have authority to pay gross without the deduction of tax to avoid the need for me to have to submit a refund request.",
1122,1,PTA Track Your Form,"I have submitted a claim in January & informed this should be dealt with by June it is now July & have no idea when the claim will be resolved.
I have a tax owing to my wifes account which needs to be paid by end of July but I doubt you will wait for your money until I am able to deal with it!
This service is totally inadequate!
I would appreciate a reply.",
1123,4,PTA Repayments,Because you asked.,
1124,5,PTA Repayments,It was easy,
1125,3,PTA Check Your State Pension,"Having 45 yrs contributions and having retired at 60yrs dont understand why Im not getting full pension amount, even though Ive 45 yrs contributions.",
1126,5,PTA Check Your State Pension,self explanatory easy site to negotiate,
1127,4,PTA P800,It was not obvious when logged in when to look for the 'Refund' section,
1128,5,PTA PERTAX,Easy to navigate,
1129,5,PTA Repayments,simple and easy to follow.,
1130,3,PTA Check Your State Pension,"Because I was unable to identify that I have a shortage in NI for the last 3 years, since I retired, but I do not understand why this is so.    If it is because I am living off of my [REMOVED] and small [REMOVED] Pension.... and they do not reach a threshold such that I am not contributing enough NI per anum - but that is not my fault is it?  How can I change this - as I assume if retired and this continues up to 2026, I will have 3 more years of the below NI Contributions per anum - which will presumably affect my [REMOVED].  How do I mitigate this?",
1131,5,PTA P800,always easy to use ??,
1132,5,PTA Check Your State Pension,Have used the service before and find it very intuitive and straight forward to use.,
1133,3,PTA Check Income Tax,Account log in cancelled and problems receiving Access code to set up new log in,
1134,2,PTA PERTAX,"I want to tell you something, but there is no option for this.",
1135,5,PTA PERTAX,Easy and clear to update details.,
1136,1,PTA PERTAX,It's so hard that I give up severally for these services,
1137,1,PTA Check Your State Pension,"Slow progress on requested form completed and submitted in February 2023.

I know department and staff are busy, however, I an individual; took as long to reply to a request from HMRC, I/m sure there would be penalties applied to the individual.

If nothing else, please keep people informed of progress and reasons for delay etc.",
1138,4,PTA PERTAX,i did not have any problems,
1139,4,PTA PERTAX,i did not have any problems,
1140,4,PTA PERTAX,I have 2 private pensions paying tax on both pensions. I wanted to amalgamate  my tax allowance to 1 private pension and pay basic rate tax on the other.,
1141,4,PTA PERTAX,Very clear to complete.,
1142,5,PTA Store NINO,Process was secure and seamless.,
1143,5,PTA Check Your State Pension,Easy to follow,
1144,4,PTA Tax Credits Service,Easy to view and make adjustments to figures,
1145,5,PTA Check Your State Pension,Very quick efficient service provided - excellent,
1146,5,PTA PERTAX,Only took 5 mins to complete,
1147,2,PTA Check Income Tax,"Could not find out about Personal tax, too complicated, should be easier threads to find what one wants",
1148,5,PTA PERTAX,Easy to use and request refund.,
1149,5,PTA Repayments,"As far as I'm aware, what I needed to do is being processed and was done so very easily",
1150,5,PTA Check Your State Pension,"Clear instructions,  so easy to navigate",
1151,5,PTA Check Your State Pension,I was able to reset my password and then access my information very quickly.,
1152,5,PTA Track Your Form,Very straight forward steps.,
1153,3,PTA Marriage Allowance,I am owed 22-00 from Aviva according to my P60. Voucher.i cannot seem to find how I get my rebate back,
1154,1,PTA Repayments,"It is ridiculous to have such a long sign in process. You give 12 digit pin and code and verify by tx. Then you have to have NI, [REMOVED] Diving licence at hand it is torture. If one thing is wrong you don't even highlight it.
This is madness. If a person has digits and password that should be enough to get basic stuff done. Like a refund. Very frustrating to use this service. God help anybody who is not tech savy. Very poor to elderly clients.",
1155,3,PTA PERTAX,Had scans of tax certificates to add. Had to convert to pdf to add. Would have been useful if I could to add in the picture formats such as png or jpeg directly.,
1156,3,PTA PERTAX,"Find it confusing that having submitted my 2022/23 tax return on line which confirms income tax due of <moneyvalue>, I paid <moneyvalue> on 04/07/23 and when checking today to make sure it is entered on my record - it says I am due a repayment of <moneyvalue>. Very misleading. Whilst I know that technically it is not due until 31/01/24, if it is paid before the due date then the account should show that Nil tax is due and the account is clear for the tax year. Kepp tax simple please!",
1157,3,PTA PERTAX,"You have to have all personal details to hand, a laptop have and a smart phone. I will know if this has worked OK after I receive my tax refund.",
1158,4,PTA Repayments,A few too many questions asked in my opinion but easy to follow instructions.,
1159,5,PTA Repayments,Simple straight forward site to use. Lovely!,
1160,5,PTA Check Income Tax,Good site navigation and ease of access once data input is correct.,
1161,1,PTA Check Your State Pension,Because my home address is incorrect and I was not able to edit it as the country I live in was not recognised ie ENGLAND or UK,
1162,5,PTA PERTAX,"It was not only easy, it was quick too",
1163,5,PTA PERTAX,I feel this way,
1164,5,PTA Repayments,it was all very easy with no difficulty,
1165,4,PTA Check Income Tax,"Got my tax refund:-200 on 1,000;thank you.But still NOT reflected on my online account yet,days later?",
1166,1,PTA Tax Credits Service,I wanted to view my tax credits and change location but was advised i could not do this online! What is the point of going through all of the security checks only to be advised that a service is not available.,
1167,4,PTA Check Your State Pension,Getting the Gov ID check app was v difficult,
1168,5,PTA Check Income Tax,The process explained clearly what was required and provided a facility to renew a forgotten password using a texted passcode.,
1169,4,PTA PERTAX,Once i found relevant link,
1170,5,PTA Check Your State Pension,"Only because I had to set up a [REMOVED] account, should be easy next time.",
1171,5,PTA Check Your State Pension,Because what I was trying to do seemed to have happened first time of trying!,
1172,5,PTA Check Your State Pension,Easy to use,
1173,1,PTA P800,Would  it let me sign in. This happens every time.,
1174,4,PTA PERTAX,I was looking for information on mistake pension,
1175,1,PTA Repayments,TRIED TO CLAIM TAX REFUND BUT WAS UNABLE .,
1176,5,PTA Track Your Form,Everything self explanatory. Thank you.,
1177,5,PTA Repayments,VERY GOOD STEP BY STEP GUIDE.,
1178,1,PTA PERTAX,Need to change my telephone number contact and was unable to change. No facility to do so?,
1179,3,PTA Check Your State Pension,The information is conflicting. It is stated that I need 35 years to qualify for a full new [REMOVED]. I have 38 but the system states that I have a shortfall.,
1180,5,PTA Repayments,because it was easy,
1181,4,PTA Repayments,I had to sign in twice,
1182,1,PTA PERTAX,Wished to pay self assessment balance but could not access my account.,
1183,5,PTA P800,Very straight forward to understand.,
1184,4,PTA PERTAX,Any difficulty was just the unfamiliarity,
1185,4,PTA PERTAX,Some of the instructions were very wordy and technical.,
1186,5,PTA Repayments,Simple and straightforward - easy navigation.,
1187,4,PTA Track Your Form,Simple to use,
1188,5,PTA Check Your State Pension,The process was straightforward.,
1189,4,PTA Check Income Tax,"Username not clear, would have been helpful to have an information box",
1190,5,PTA PERTAX,had no problems at all. quick and simple to use.,
1191,4,PTA Repayments,"because its minimum steps, and takes less than 5 minutes",
1192,5,PTA Check Your State Pension,Because it was easy,
1193,3,PTA Check Income Tax,"I do not find it easy to reconcile the numbers shown on my personal tax account with the seemingly contradictory letters I receive about changes to my tax code, claims that I owe tax then a refund on tax overpaid!",
1194,2,PTA P800,"Why does it take so long for HMRC to process my letter received by HMRC on 17/05/23 giving full details of the bank interest received for 2022/23 to enable an assessment to be issued so I can pay the tax due as soon as possible.
It is now 09/07/23 - 7.5 weeks have passed by and no action has been taken.",
1195,2,PTA Track Your Form,Was sent a letter p800 refund and how to claim the money owed but then after putting in all information asked was Told couldnt claim yet ?,
1196,5,PTA Repayments,Make it very clear the documents you need before you start,
1197,5,PTA Repayments,because it was very easy,
1198,5,PTA Repayments,very straightforward questions and options how to verify,
1199,5,PTA Check Your State Pension,Easy peasy to use exactly how you want to use an online service - brilliant and thank you,
1200,5,PTA P800,"To help improve the services and because i liked went very efficient, thank you, [REMOVED]",
1201,3,PTA PERTAX,It worked OK,
1202,1,PTA Track Your Form,"I wanted to send a query to you regarding the fact that you are deducting tax from a pension when my total earnings including this pension are well under the personal allowance.  I updated my figures on the personal account last September, but still tax is being taken.  I want to request a refund for the tax taken to date and not have further tax taken from this monthly amount, but there is no way to contact you (at least as far as I can see and I looked at every page on the site!).",
1203,,PTA PERTAX,Would not originally recognise [REMOVED],
1204,3,PTA PERTAX,annual statements don show total income i.e. pte pension +state pension except for current year,
1205,5,PTA PERTAX,Because I really found what I was looking for clearly explained.,
1206,5,PTA Check Your State Pension,Everything is clearly laid out with links to useful reference guides. The site pages are clear and uncluttered which is useful for focusing on the core information.,
1207,4,PTA PERTAX,Navigation is simple,
1208,3,PTA Repayments,Not clear on what I had to enter to login,
1209,4,PTA PERTAX,The questions are straight forward and mostly only require a 'yes' or 'no' answer.,
1210,5,PTA Repayments,Found the process easy,
1211,4,PTA PERTAX,Little bit of going backwards and forwards,
1212,,PTA P800,The P800 calculation is incorrect and this site does not allow me to give details of extra income for the year.,
1213,5,PTA Repayments,Website was easy to use.  Was able to complete task easily and quickly.,
1214,5,PTA Check Your State Pension,Want to get tax refund and already had Gateway account so very simple as very few questions,
1215,5,PTA Check Your State Pension,Very easy to understand.,
1216,3,PTA Repayments,Asking for banks address of whare the account is held ??? I opened the account many years ago and its now closed on the [REMOVED] so not sure how to answer this,
1217,2,PTA PERTAX,Unable to do what I wanted to do was told to try again later,
1218,5,PTA PERTAX,Easy to understand and quick.,
1219,1,PTA Track Your Form,"The page was not helpful at all. I still have to call to resolve the issue. There was no detail of how my tax was calculated, just a summary which was no help",
1220,4,PTA Repayments,Need more instructions for Face ID,
1221,3,PTA PERTAX,I tried to amend my address the system would not allow me to do so,
1222,5,PTA Repayments,Not at all hard,
1223,1,PTA PERTAX,"cannot find a way of contacting HMRC on line. would like a review of my PAYE, payments for 22/23, please contact me.<phonenumber>",
1224,5,PTA Repayments,Very clear instructions,
1225,5,PTA Repayments,No hassle signing it and very plain and simple to follow,
1226,2,PTA PERTAX,I want to remove an accountant from my account but couldn't find a way to do it.,
1227,5,PTA Check Income Tax,I found the information I needed,
1228,5,PTA Check Income Tax,Very easy thanks,
1229,3,PTA Check Your State Pension,My voluntary contribution is not showing.,
1230,1,PTA PERTAX,hmrc website like all government websites are ridiculously hard to navigate.  why do you make it so hard to pay tax ?,
1231,3,PTA PERTAX,Didn't know which correct box to put in earnings,
1232,5,PTA Repayments,Very simple to follow instructions.,
1233,3,PTA Check Your State Pension,Found some information I required but now need to ask a question but don't know where to go to ask,
1234,3,PTA Check Your State Pension,I wish to make a voluntary national Insurance contribution but could not find details of how to pay,
1235,2,PTA Check Your State Pension,"Too many questions re loans and credit which we dont have and took several attempts to remember mobile agreements... annoying as we had all our other legal docs, particularly passport...this will be confusing for elderly people",
1236,2,PTA PERTAX,I was trying to sign in to do the self assessment and it kept asking me for more details each time so it has taken considerably longer that it would normally do.,
1237,5,PTA Repayments,I already had a Gateway id so all was very easy.,
1238,5,PTA PERTAX,Being not very tech minded I managed to navigate the instructions perfectly,
1239,5,PTA Repayments,A few clicks and I got to where I needed to be,
1240,3,PTA Check Your State Pension,There is no on line link showing to pay voluntary NI contributions.,
1241,5,PTA PERTAX,It was easy to follow,
1242,3,PTA PERTAX,I could not find the information I needed,
1243,2,PTA PERTAX,"I was unable to see my payments of pension contributions refund on my account for 2022/23 for either NHS or civil service pensions and the tax I suffered.
I would have thought that real time information would show these figures.
I have already been waiting 8 months to have my tax refunded.",
1244,4,PTA Check Income Tax,Just found it easy.,
1245,5,PTA Check Your State Pension,simple to follow,
1246,5,PTA Check Income Tax,Not difficult at all.,
1247,3,PTA PERTAX,I was unable to check for an update to my outstanding child benefit claim. Not registered on the system yet?,
1248,5,PTA Check Your State Pension,Always is easy,
1249,5,PTA Repayments,"Easy website to navigate. 
Quick and very effective",
1250,5,PTA Repayments,The instructions were very clear and easy to follow.,
1251,5,PTA Check Income Tax,Very easy to use.,
1252,5,PTA Check Your State Pension,couple of clicks and I had teh information that I was looking for,
1253,3,PTA Tax Credits Renewals,Some questions are ambiguous.,
1254,5,PTA PERTAX,Excellent service. Thank you.,
1255,5,PTA Repayments,"Quick, straightforward, easy to understand",
